status,Domain name,name,redirect,dotgov,https,responseTime,title,description,keywords,robots,viewport,canonical,ogLocale,ogSiteName,ogType,ogTitle,ogDescription,ogUrl,ogImage,ogImageWidth,ogImageHeight,ogImageAlt,twitterSite,twitterCard,twitterTitle,twitterDescription,twitterImage,history,Domain type,Agency,Organization name,City,State,Security contact email
500,ucia.gov,Central Intelligence Agency,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Federal - Executive,Central Intelligence Agency,Central Intelligence Agency,Washington,DC,(blank)
500,coldcaserecords.gov,Civil Rights Cold Case Records Review Board,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Federal - Executive,Civil Rights Cold Case Records Review Board,Civil Rights Cold Case Records Review Board,Washington,DC,gsa-vulnerability-reports@gsa.gov
200,cftc.gov,Commodity Futures Trading Commission,https://www.cftc.gov/,1.0,1.0,434.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,[],Federal - Executive,Commodity Futures Trading Commission,Commodity Futures Trading Commission,Washington,DC,Security_VDP@cftc.gov
500,devcftc.gov,Commodity Futures Trading Commission,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Federal - Executive,Commodity Futures Trading Commission,Commodity Futures Trading Commission,Washington,DC,esoc@cftc.gov
200,csb.gov,Chemical Safety Board,https://www.csb.gov/,1.0,1.0,1153.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],Federal - Executive,Chemical Safety Board,U.S. Chemical Safety and Hazard Investigation Board,Washington,DC,andrew.staddon@csb.gov
200,smartcheck.gov,Commodity Futures Trading Commission,https://www.cftc.gov/LearnAndProtect,1.0,1.0,262.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,[],Federal - Executive,Commodity Futures Trading Commission,Commodity Futures Trading Commission,Washington,DC,Security_VDP@cftc.gov
200,whistleblower.gov,Commodity Futures Trading Commission,https://www.whistleblower.gov/,1.0,1.0,474.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],Federal - Executive,Commodity Futures Trading Commission,Commodity Futures Trading Commission,Washington,DC,Security_VDP@cftc.gov
500,cfpa.gov,Consumer Financial Protection Bureau,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Federal - Executive,Consumer Financial Protection Bureau,Consumer Financial Protection Bureau,Washington,DC,security@cfpb.gov
500,bcfp.gov,Consumer Financial Protection Bureau,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Federal - Executive,Consumer Financial Protection Bureau,Consumer Financial Protection Bureau,Washington,DC,security@cfpb.gov
200,safetyvideos.gov,Chemical Safety Board,https://www.csb.gov/videos/,1.0,1.0,1746.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],Federal - Executive,Chemical Safety Board,U.S. Chemical Safety and Hazard Investigation Board,Washington,DC,andrew.staddon@csb.gov
500,cfpb.gov,Consumer Financial Protection Bureau,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Federal - Executive,Consumer Financial Protection Bureau,Consumer Financial Protection Bureau,Washington,DC,security@cfpb.gov
500,consumerbureau.gov,Consumer Financial Protection Bureau,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Federal - Executive,Consumer Financial Protection Bureau,Consumer Financial Protection Bureau,Washington,DC,security@cfpb.gov
500,consumerfinance.gov,Consumer Financial Protection Bureau,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Federal - Executive,Consumer Financial Protection Bureau,Consumer Financial Protection Bureau,Washington,DC,security@cfpb.gov
500,consumerfinancial.gov,Consumer Financial Protection Bureau,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Federal - Executive,Consumer Financial Protection Bureau,Consumer Financial Protection Bureau,Washington,DC,security@cfpb.gov
500,consumerfinancialbureau.gov,Consumer Financial Protection Bureau,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Federal - Executive,Consumer Financial Protection Bureau,Consumer Financial Protection Bureau,Washington,DC,security@cfpb.gov
500,consumerprotection.gov,Consumer Financial Protection Bureau,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Federal - Executive,Consumer Financial Protection Bureau,Consumer Financial Protection Bureau,Washington,DC,security@cfpb.gov
500,consumerfinancialprotectionbureau.gov,Consumer Financial Protection Bureau,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Federal - Executive,Consumer Financial Protection Bureau,Consumer Financial Protection Bureau,Washington,DC,security@cfpb.gov
500,consumerprotectionbureau.gov,Consumer Financial Protection Bureau,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Federal - Executive,Consumer Financial Protection Bureau,Consumer Financial Protection Bureau,Washington,DC,security@cfpb.gov
200,anchorit.gov,Consumer Product Safety Commission,https://www.anchorit.gov/,1.0,1.0,868.0,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,[],Federal - Executive,Consumer Product Safety Commission,Consumer Product Safety Commission,Bethesda,MD,csirt@cpsc.gov
200,mimm.gov,Consumer Financial Protection Bureau,https://www.mimm.gov/,1.0,1.0,1226.0,True,True,False,False,True,False,False,True,True,True,True,True,True,False,False,False,False,True,False,False,True,[],Federal - Executive,Consumer Financial Protection Bureau,Consumer Financial Protection Bureau,Washington,DC,security@cfpb.gov
200,poolsafety.gov,Consumer Product Safety Commission,https://www.poolsafely.gov/,1.0,1.0,786.0,True,False,False,False,True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,False,False,[],Federal - Executive,Consumer Product Safety Commission,Consumer Product Safety Commission,Bethesda,MD,csirt@cpsc.gov
200,cpsc.gov,Consumer Product Safety Commission,https://www.cpsc.gov/,1.0,1.0,895.0,True,False,False,False,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,True,[],Federal - Executive,Consumer Product Safety Commission,Consumer Product Safety Commission,Bethesda,MD,csirt@cpsc.gov
200,poolsafely.gov,Consumer Product Safety Commission,https://www.poolsafely.gov/,1.0,1.0,934.0,True,False,False,False,True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,False,False,[],Federal - Executive,Consumer Product Safety Commission,Consumer Product Safety Commission,Bethesda,MD,csirt@cpsc.gov
200,drywallresponse.gov,Consumer Product Safety Commission,https://www.cpsc.gov/Safety-Education/Safety-Education-Centers/Drywall-Information-Center,1.0,1.0,1141.0,True,False,False,False,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,True,[],Federal - Executive,Consumer Product Safety Commission,Consumer Product Safety Commission,Bethesda,MD,csirt@cpsc.gov
500,acc.gov,Corporation For National & Community Service,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Federal - Executive,Corporation for National & Community Service,AmeriCorps,Washington,DC,unsafe@cns.gov
200,atvsafety.gov,Consumer Product Safety Commission,https://www.cpsc.gov/Safety-Education/Safety-Education-Centers/ATV-Safety-Information-Center,1.0,1.0,1611.0,True,False,False,False,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,True,[],Federal - Executive,Consumer Product Safety Commission,Consumer Product Safety Commission,Bethesda,MD,csirt@cpsc.gov
200,saferproducts.gov,Consumer Product Safety Commission,https://www.saferproducts.gov/,1.0,1.0,639.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],Federal - Executive,Consumer Product Safety Commission,Consumer Product Safety Commission,Bethesda,MD,csirt@cpsc.gov
200,recalls.gov,Consumer Product Safety Commission,https://www.recalls.gov/,1.0,1.0,650.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],Federal - Executive,Consumer Product Safety Commission,Consumer Product Safety Commission,Bethesda,MD,csirt@cpsc.gov
200,saferproduct.gov,Consumer Product Safety Commission,https://www.saferproducts.gov/,1.0,1.0,734.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],Federal - Executive,Consumer Product Safety Commission,Consumer Product Safety Commission,Bethesda,MD,csirt@cpsc.gov
500,americanclimatecorps.gov,Corporation For National & Community Service,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Federal - Executive,Corporation for National & Community Service,AmeriCorps,WASHINGTON,DC,unsafe@cns.gov
500,ccc.gov,Corporation For National & Community Service,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Federal - Executive,Corporation for National & Community Service,AmeriCorps,Washington,DC,unsafe@cns.gov
200,seguridadconsumidor.gov,Consumer Product Safety Commission,https://www.cpsc.gov/es/SeguridadConsumidor,1.0,1.0,1180.0,True,False,False,False,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,True,[],Federal - Executive,Consumer Product Safety Commission,Consumer Product Safety Commission,Bethesda,MD,csirt@cpsc.gov
500,cncs.gov,Corporation For National & Community Service,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Federal - Executive,Corporation for National & Community Service,AmeriCorps,Washington,DC,Unsafe@cns.gov
200,americorps.gov,Corporation For National & Community Service,http://americorps.gov/,1.0,0.0,280.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],Federal - Executive,Corporation for National & Community Service,AmeriCorps,Washington,DC,Unsafe@cns.gov
500,cns.gov,Corporation For National & Community Service,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Federal - Executive,Corporation for National & Community Service,AmeriCorps,Washington,DC,Unsafe@cns.gov
404,cncsoig.gov,Corporation For National & Community Service,http://cncsoig.gov/,1.0,0.0,386.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],Federal - Executive,Corporation for National & Community Service,"Corporation for National and Community Service, Office Of Inspector General,",Washington,DC,IT@cncsoig.gov
500,joinamericorps.gov,Corporation For National & Community Service,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Federal - Executive,Corporation for National & Community Service,AmeriCorps,Washington,DC,Unsafe@cns.gov
200,americorpsoig.gov,Corporation For National & Community Service,https://www.americorpsoig.gov/,1.0,1.0,1418.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"[{'time': 1707582203914, 'status': 500, 'title': False, 'description': False, 'keywords': False, 'robots': False, 'viewport': False, 'canonical': False, 'ogLocale': False, 'ogSiteName': False, 'ogType': False, 'ogTitle': False, 'ogDescription': False, 'ogUrl': False, 'ogImage': False, 'ogImageWidth': False, 'ogImageHeight': False, 'ogImageAlt': False, 'twitterSite': False, 'twitterCard': False, 'twitterTitle': False, 'twitterDescription': False, 'twitterImage': False}]",Federal - Executive,Corporation for National & Community Service,AmeriCorps Office of Inspector General,Washington,DC,IT@cncsoig.gov
500,mentor.gov,Corporation For National & Community Service,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Federal - Executive,Corporation for National & Community Service,AmeriCorps,Washington,DC,Unsafe@cns.gov
500,mlkday.gov,Corporation For National & Community Service,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Federal - Executive,Corporation for National & Community Service,AmeriCorps,Washington,DC,Unsafe@cns.gov
500,nationalservice.gov,Corporation For National & Community Service,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Federal - Executive,Corporation for National & Community Service,AmeriCorps,Washington,DC,Unsafe@cns.gov
500,serve.gov,Corporation For National & Community Service,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Federal - Executive,Corporation for National & Community Service,AmeriCorps,Washington,DC,Unsafe@cns.gov
500,vistacampus.gov,Corporation For National & Community Service,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Federal - Executive,Corporation for National & Community Service,AmeriCorps,Washington,DC,Unsafe@cns.gov
200,presidentialserviceawards.gov,Corporation For National & Community Service,https://presidentialserviceawards.gov/,1.0,1.0,600.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],Federal - Executive,Corporation for National & Community Service,AmeriCorps,Washington,DC,Unsafe@cns.gov
500,volunteeringinamerica.gov,Corporation For National & Community Service,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Federal - Executive,Corporation for National & Community Service,AmeriCorps,Washington,DC,Unsafe@cns.gov
500,cigie.gov,Council Of Inspectors General On Integrity And Efficiency,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Federal - Executive,Council of Inspectors General on Integrity and Efficiency,Council of the Inspectors General on Integrity and Efficiency,Washington,DC,security@cigie.gov
500,pandemicoversight.gov,Council Of Inspectors General On Integrity And Efficiency,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Federal - Executive,Council of Inspectors General on Integrity and Efficiency,Council of the Inspectors General on Integrity and Efficiency,Washington,DC,security@cigie.gov
500,dnfsb.gov,Defense Nuclear Facilities Safety Board,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Federal - Executive,Defense Nuclear Facilities Safety Board,Defense Nuclear Facilities Safety Board,Washington,DC,cyberalerts@dnfsb.gov
200,ignet.gov,Council Of Inspectors General On Integrity And Efficiency,https://www.ignet.gov/,1.0,1.0,1775.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],Federal - Executive,Council of Inspectors General on Integrity and Efficiency,Council of the Inspectors General on Integrity and Efficiency,Washington,DC,security@cigie.gov
200,oversight.gov,Council Of Inspectors General On Integrity And Efficiency,https://www.oversight.gov/,1.0,1.0,2160.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],Federal - Executive,Council of Inspectors General on Integrity and Efficiency,Council of the Inspectors General on Integrity and Efficiency,Washington,DC,security@cigie.gov
200,aviationweather.gov,Department Of Commerce,https://aviationweather.gov/,1.0,1.0,523.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],Federal - Executive,Department of Commerce,National Weather Service,Silver Spring,MD,security@noaa.gov
503,2020census.gov,Department Of Commerce,https://2020census.gov/,1.0,1.0,673.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],Federal - Executive,Department of Commerce,Census Bureau,Suitland,MD,boc.cirt@census.gov
200,bis.gov,Department Of Commerce,https://beta.bis.gov/,1.0,1.0,902.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],Federal - Executive,Department of Commerce,Bureau of Industry and Security,Washington,DC,BIS.CIRT@bis.doc.gov
500,bldrdoc.gov,Department Of Commerce,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Boulder,CO,siirt@nist.gov
200,csosa.gov,Court Services And Offender Supervision,https://www.csosa.gov/,1.0,1.0,3187.0,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"[{'time': 1707016946874, 'status': 500, 'title': False, 'description': False, 'keywords': False, 'robots': False, 'viewport': False, 'canonical': False, 'ogLocale': False, 'ogSiteName': False, 'ogType': False, 'ogTitle': False, 'ogDescription': False, 'ogUrl': False, 'ogImage': False, 'ogImageWidth': False, 'ogImageHeight': False, 'ogImageAlt': False, 'twitterSite': False, 'twitterCard': False, 'twitterTitle': False, 'twitterDescription': False, 'twitterImage': False}]",Federal - Executive,Court Services and Offender Supervision,Court Services and Offender Supervision Agency/Office of information Technology,Washington,DC,Soc@csosa.gov
200,bea.gov,Department Of Commerce,https://www.bea.gov/,1.0,1.0,1366.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"[{'time': 1707664518018, 'status': 500, 'title': False, 'description': False, 'keywords': False, 'robots': False, 'viewport': False, 'canonical': False, 'ogLocale': False, 'ogSiteName': False, 'ogType': False, 'ogTitle': False, 'ogDescription': False, 'ogUrl': False, 'ogImage': False, 'ogImageWidth': False, 'ogImageHeight': False, 'ogImageAlt': False, 'twitterSite': False, 'twitterCard': False, 'twitterTitle': False, 'twitterDescription': False, 'twitterImage': False}]",Federal - Executive,Department of Commerce,Bureau of Economic Analysis,Suitland,MD,bea-cirt@bea.gov
200,denali.gov,Denali Commission,https://www.denali.gov/,1.0,1.0,2488.0,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"[{'time': 1707923967322, 'status': 500, 'title': False, 'description': False, 'keywords': False, 'robots': False, 'viewport': False, 'canonical': False, 'ogLocale': False, 'ogSiteName': False, 'ogType': False, 'ogTitle': False, 'ogDescription': False, 'ogUrl': False, 'ogImage': False, 'ogImageWidth': False, 'ogImageHeight': False, 'ogImageAlt': False, 'twitterSite': False, 'twitterCard': False, 'twitterTitle': False, 'twitterDescription': False, 'twitterImage': False}]",Federal - Executive,Denali Commission,Denali Commission,Anchorage,AK,jherrick@denali.gov
200,dra.gov,Delta Regional Authority,https://dra.gov/,1.0,1.0,2670.0,True,False,False,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True,False,False,False,[],Federal - Executive,Delta Regional Authority,Delta Regional Authority,Clarksdale,MS,(blank)
200,buyusa.gov,Department Of Commerce,https://www.trade.gov/buyusa,1.0,1.0,1151.0,True,True,False,False,True,True,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True,[],Federal - Executive,Department of Commerce,International Trade Administration,Washington,DC,OpSec@trade.gov
200,climate.gov,Department Of Commerce,https://www.climate.gov/,1.0,1.0,1160.0,True,True,False,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,[],Federal - Executive,Department of Commerce,NWS/OPS33,Silver Spring,MD,security@noaa.gov
404,cwc.gov,Department Of Commerce,http://cwc.gov/,1.0,0.0,290.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],Federal - Executive,Department of Commerce,Bureau of Industry and Security,Washington,DC,BIS.CIRT@bis.doc.gov
200,census.gov,Department Of Commerce,https://www.census.gov/,1.0,1.0,1234.0,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,False,True,True,True,False,True,[],Federal - Executive,Department of Commerce,Census Bureau,Suitland,MD,boc.cirt@census.gov
200,ap.gov,Department Of Commerce,https://www.bis.doc.gov/index.php/other-areas/additional-protocol-ap,1.0,1.0,2353.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],Federal - Executive,Department of Commerce,TCD / BIS / Dept of Commerce,Washington,DC,BIS.CIRT@bis.doc.gov
200,commerce.gov,Department Of Commerce,https://www.commerce.gov/,1.0,1.0,811.0,True,True,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,False,[],Federal - Executive,Department of Commerce,Department of Commerce,Washington,DC,esoc@doc.gov
200,dataprivacyframework.gov,Department Of Commerce,https://www.dataprivacyframework.gov/,1.0,1.0,1373.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"[{'time': 1706834939147, 'status': 403, 'title': False, 'description': False, 'keywords': False, 'robots': False, 'viewport': False, 'canonical': False, 'ogLocale': False, 'ogSiteName': False, 'ogType': False, 'ogTitle': False, 'ogDescription': False, 'ogUrl': False, 'ogImage': False, 'ogImageWidth': False, 'ogImageHeight': False, 'ogImageAlt': False, 'twitterSite': False, 'twitterCard': False, 'twitterTitle': False, 'twitterDescription': False, 'twitterImage': False}]",Federal - Executive,Department of Commerce,International Trade Administration,Washington DC,DC,chuck.hicks@trade.gov
200,chips.gov,Department Of Commerce,https://www.nist.gov/chips,1.0,1.0,2575.0,True,False,False,False,True,True,False,True,True,True,False,True,False,False,False,False,True,True,True,False,False,[],Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Gaithersburg,MD,siirt@nist.gov
200,firstnet.gov,Department Of Commerce,https://firstnet.gov/,1.0,1.0,903.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],Federal - Executive,Department of Commerce,National Telecommunications and Information Administration,Washington,DC,FirstnetEmailSec@firstnet.gov
200,eda.gov,Department Of Commerce,https://www.eda.gov/,1.0,1.0,2395.0,True,True,False,False,True,True,False,True,True,True,True,True,True,False,False,True,False,False,False,True,True,[],Federal - Executive,Department of Commerce,Economic Development Administration,Washington,DC,esoc@doc.gov
200,export.gov,Department Of Commerce,https://www.trade.gov/export-solutions,1.0,1.0,2382.0,True,True,False,False,True,True,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True,[],Federal - Executive,Department of Commerce,International Trade Administration,Washington,DC,OpSec@trade.gov
200,edison.gov,Department Of Commerce,https://www.nist.gov/iedison,1.0,1.0,2486.0,True,True,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,False,[],Federal - Executive,Department of Commerce,National Institute of Standards and Technology,Gaithersburg,MD,siirt@nist.gov
200,doc.gov,Department Of Commerce,https://www.commerce.gov/,1.0,1.0,3519.0,True,True,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,False,[],Federal - Executive,Department of Commerce,Office of the Chief Information Officer,Washington,DC,esoc@doc.gov
200,drought.gov,Department Of Commerce,https://www.drought.gov/,1.0,1.0,3102.0,True,True,False,False,True,True,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True,[],Federal - Executive,Department of Commerce,NOAA/NCDC,Asheville,NC,security@noaa.gov
200,gps.gov,Department Of Commerce,https://www.gps.gov/,1.0,1.0,2425.0,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],Federal - Executive,Department of Commerce,National Executive Committee for Space-Based PNT,Washington,DC,security@noaa.gov
200,goes-r.gov,Department Of Commerce,https://www.goes-r.gov/,1.0,1.0,2278.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],Federal - Executive,Department of Commerce,NASA GSFC,Greenbelt,MD,security@noaa.gov
200,icams-portal.gov,Department Of Commerce,https://www.icams-portal.gov/,1.0,1.0,3222.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],Federal - Executive,Department of Commerce,National Oceanic and Atmospheric Administration Office of the Federal Coordinator for Meteorology,Silver Spring,MD,security@noaa.gov
500,internetforall.gov,Department Of Commerce,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Federal - Executive,Department of Commerce,National Telecommunications and Information Administration,Washington,DC,NTIA-SecOps@ntia.gov
500,internet4all.gov,Department Of Commerce,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,Federal - Executive,Department of Commerce,National Telecommunications and Information Administration,Washington,DC,NTIA-SecOps@ntia.gov
400,my2020census.gov,Department Of Commerce,http://my2020census.gov/,1.0,0.0,1370.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],Federal - Executive,Department of Commerce,Census Bureau,Washington,DC,boc.cirt@census.gov
